Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
C0JAW7,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY4,571529,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAV5,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAV1,196454,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
C0JAW8,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY5,571529,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAV6,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAV2,196454,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
C0JAW9,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY8,571529,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAX0,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY9,571529,Contains 1 GDPD domain,270,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAX1,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAZ0,571529,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
Q5YD77,283164,Contains 1 GDPD domain,279,,LD(50) is 200-250 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:16759681}.,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles boneti,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles boneti,terrestrial,terrestrial
C0JAV8,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAW4,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY2,571529,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAV9,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAW5,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY3,571529,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAW2,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAW0,196454,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
P0C2K0,283164,Arthropod phospholipase D family,33,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles boneti,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles boneti,terrestrial,terrestrial
C0JAV7,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAW3,196454,Contains 1 GDPD domain,271,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q5YD75,6921,Contains 1 GDPD domain,279,,LD(50) is 175 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:16759681}.,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles reclusa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles reclusa,terrestrial,terrestrial
C0JAU7,571529,Contains 1 GDPD domain,276,fragment,,DISULFID:2; CARBOHYD:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAU8,571529,Contains 1 GDPD domain,276,fragment,,DISULFID:2; CARBOHYD:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JAU9,571529,Contains 1 GDPD domain,276,fragment,,DISULFID:2; CARBOHYD:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
Q7Z1Y7,196454,Contains 1 GDPD domain,320,,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q4ZFU2,196454,Contains 1 GDPD domain,309,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
C0JAU4,196454,Contains 1 GDPD domain,274,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
C0JAU6,196454,Contains 1 GDPD domain,276,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
C0JAU3,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JAU5,424440,Contains 1 GDPD domain,276,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAX3,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAX4,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAX5,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAX7,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAX9,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAY0,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAX2,424440,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles deserta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles deserta,terrestrial,terrestrial
C0JAZ1,571533,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JAZ2,571533,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JAZ3,571533,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JB03,571528,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles rufescens,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles rufescens,terrestrial,terrestrial
