Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q2XXQ8,62035,CRISP family,158,fragment,,Disulfide bond,Disulfide bond:1,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Varanus acanthurus,Chordata,Lepidosauria,Squamata,Varanidae,Varanus,Varanus acanthurus,terrestrial,terrestrial
P0DJG8,121331,CRISP family,21,fragment,LD(50) is 5.3 mg/kg by intraperitoneal injection into mice.,Disulfide bond,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Helicops angulatus,Chordata,Lepidosauria,Squamata,Dipsadidae,Helicops,Helicops angulatus,terrestrial,freshwater
Q9BPD2,89451,Conotoxin T superfamily,76,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus arenatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus arenatus,marine,marine
Q9BPG0,37335,Conotoxin T superfamily,62,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
Q9BP51,89451,Conotoxin T superfamily,77,,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus arenatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus arenatus,marine,marine
P69767,319920,Conotoxin T superfamily,53,fragment,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine,marine
P69764,42752,Conotoxin T superfamily,59,,,Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P60270,34648,Short scorpion toxin superfamily,35,,,Disulfide bond,Disulfide bond:4,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
P0DMB3,257336,Conotoxin M superfamily,16,,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus natalis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus natalis,marine,marine
F5CEP0,1736779,,68,fragment,,Disulfide bond,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
D3JWK7,1736779,,92,,,Disulfide bond,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
C0HJA8,101314,Conotoxin A superfamily,23,,,Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
P0CE32,69564,Conotoxin D superfamily,92,,,Disulfide bond; Hydroxylation,Hydroxylation:1,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level,both,Conus miles,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus miles,marine,marine
E3P6P3,66188,Cystatin family,141,,,Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region); GO:0004869 (cysteine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004869 (cysteine-type endopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,Micropechis ikaheca,Chordata,Lepidosauria,Squamata,Elapidae,Micropechis,Micropechis ikaheca,terrestrial,terrestrial
Q8T0W8,169758,Diapausin family,65,,,Disulfide bond,Disulfide bond:3,GO:0019732 (antifungal humoral response); GO:0031640 (killing of cells of other organism); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0019732 (antifungal humoral response); GO:0031640 (killing of cells of other organism),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),1: Evidence at protein level,kw_toxin,Gastrophysa atrocyanea,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,Gastrophysa atrocyanea,terrestrial,terrestrial
M5BHN0,110224,Disintegrin family,111,,,Disulfide bond,Disulfide bond:6,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Atheris nitschei,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Atheris nitschei,terrestrial,terrestrial
P69842,160738,Grammistin family,13,,LC(50) is 4.0 ug/ml against killifish.,,,GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region),GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism),GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Pogonoperca punctata,Chordata,Actinopteri,Perciformes,Serranidae,Pogonoperca,Pogonoperca punctata,marine,marine
D2Y2B2,209901,Huwentoxin-1 family,90,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2E4,209901,AVIT (prokineticin) family,84,,,Disulfide bond,Disulfide bond:5,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y279,209901,Magi-1 superfamily,113,,,Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),,GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2N9,209901,,109,,,Disulfide bond,Disulfide bond:4,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,3: Inferred from homology,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y209,209901,Huwentoxin-2 family,85,,LD(50) is 1.41 mg/kg into mice by intracerebroventricular injection. Dose that paralyzes insect (cockroaches) (ED(50)) is 16 mg/kg.,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2K3,209901,Huwentoxin-2 family,85,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2D4,209901,Huwentoxin-2 family,85,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y1Y5,209901,Huwentoxin-1 family,83,,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0072556 (other organism presynaptic membrane); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0072556 (other organism presynaptic membrane),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y203,209901,Huwentoxin-1 family,83,,,Amidation; Disulfide bond,Disulfide bond:2; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0072556 (other organism presynaptic membrane); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0072556 (other organism presynaptic membrane),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2M2,209901,Huwentoxin-1 family,87,,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),3: Inferred from homology,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y239,209901,Huwentoxin-1 family,86,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
R4J7Z9,58218,Glycosyl hydrolase 56 family,400,,,Disulfide bond; Glycoprotein,Disulfide bond:5; Glycosylation:4,GO:0005975 (carbohydrate metabolic process); GO:0005576 (extracellular region); GO:0004415 (hyalurononglucosaminidase activity),GO:0005975 (carbohydrate metabolic process),GO:0005576 (extracellular region),GO:0004415 (hyalurononglucosaminidase activity),2: Evidence at transcript level,venom_tissue,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
W4VRU9,1295018,,79,,,Disulfide bond; Glycoprotein,Disulfide bond:4; Glycosylation:1,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
B1P1F3,278060,Huwentoxin-1 family,86,,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B8,278060,Huwentoxin-1 family,62,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0072556 (other organism presynaptic membrane); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0072556 (other organism presynaptic membrane),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I0,278060,Insecticidal toxin ABC family,78,,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P84777,57059,Short scorpion toxin superfamily,61,,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0006952 (defense response); GO:0044477 (envenomation resulting in negative regulation of platelet aggregation in other organism); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0006952 (defense response); GO:0044477 (envenomation resulting in negative regulation of platelet aggregation in other organism); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
F1CJ67,6863,Short scorpion toxin superfamily,62,,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
P85529,6881,Short scorpion toxin superfamily,38,,,Disulfide bond,Disulfide bond:3,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Centruroides suffusus suffusus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides suffusus,terrestrial,terrestrial
Q9TVX3,34649,Short scorpion toxin superfamily,61,,LD(50) is 1.85 ug/kg by intracerebroventricular injection into mice.,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P80671,6884,Short scorpion toxin superfamily,29,,,Disulfide bond,Disulfide bond:3,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P69940,6887,Long chain scorpion toxin family,87,,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
Q86QU5,218467,Ergtoxin family,43,,,Disulfide bond,Disulfide bond:4,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),3: Inferred from homology,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P0DJ39,754296,Short scorpion toxin superfamily,64,,,Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Heterometrus petersii,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus petersii,terrestrial,terrestrial
L0GCJ1,1273102,Scorpion La1-like peptide family,98,,,Amidation; Disulfide bond,Amidation:1,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,venom_tissue,Urodacus yaschenkoi,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Urodacus,Urodacus yaschenkoi,terrestrial,terrestrial
G0LXV8,256736,Latrotoxin superfamily,1351,fragment,LD(50)is 20 ug/kg by subcutaneous injection into mice.,Disulfide bond,Disulfide bond:1,GO:0006887 (exocytosis); GO:0005623 (cell); GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0072556 (other organism presynaptic membrane),GO:0006887 (exocytosis),GO:0005623 (cell); GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level,both,Latrodectus hasseltii,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus hasseltii,terrestrial,terrestrial
Q9PSM4,88085,True venom lectin family,135,,,Disulfide bond,Disulfide bond:5,GO:0000771 (agglutination involved in conjugation); GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),GO:0000771 (agglutination involved in conjugation),GO:0005576 (extracellular region),GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),1: Evidence at protein level,venom_tissue,Lachesis stenophrys,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis stenophrys,terrestrial,terrestrial
D2YVJ8,100989,True venom lectin family,158,,,Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),,GO:0005576 (extracellular region),GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),2: Evidence at transcript level,venom_tissue,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
P0C1Q4,291283,MCD family,14,,,Amidation,Amidation:1,GO:0006935 (chemotaxis); GO:0050829 (defense response to Gram-negative bacterium); GO:0050830 (defense response to Gram-positive bacterium); GO:0043303 (mast cell degranulation); GO:0050921 (positive regulation of chemotaxis); GO:0005576 (extracellular region); GO:0042629 (mast cell granule),GO:0006935 (chemotaxis); GO:0050829 (defense response to Gram-negative bacterium); GO:0050830 (defense response to Gram-positive bacterium); GO:0043303 (mast cell degranulation); GO:0050921 (positive regulation of chemotaxis),GO:0005576 (extracellular region); GO:0042629 (mast cell granule),,1: Evidence at protein level,venom_tissue,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial,terrestrial
P24333,8732,Crotamine-myotoxin family,65,,,Disulfide bond,Disulfide bond:3,GO:0044564 (envenomation resulting in occlusion of the pore of voltage-gated potassium channel in other organism); GO:0005576 (extracellular region),GO:0044564 (envenomation resulting in occlusion of the pore of voltage-gated potassium channel in other organism),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P0DL51,51769,Sea anemone sodium channel inhibitory toxin family,80,,Dose that immobilizes and contracts insects (ED(50)) is 3.7 pmol/g body weight when intersegmentally injected into S.falculata.,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009966 (regulation of signal transduction); GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0009966 (regulation of signal transduction),GO:0005576 (extracellular region); GO:0042151 (nematocyst),,1: Evidence at protein level,kw_toxin,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P82803,138296,Sea anemone sodium channel inhibitory toxin family,48,,,Disulfide bond,Disulfide bond:3,GO:0009966 (regulation of signal transduction); GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0009966 (regulation of signal transduction),GO:0005576 (extracellular region); GO:0042151 (nematocyst),,1: Evidence at protein level,kw_toxin,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
Q66S13,289382,Natterin family,387,,,Disulfide bond,,GO:0005576 (extracellular region); GO:0016787 (hydrolase activity),,GO:0005576 (extracellular region),GO:0016787 (hydrolase activity),2: Evidence at transcript level,both,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine,marine
Q5G8B2,309814,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),GO:0042742 (defense response to bacterium),GO:0005576 (extracellular region),,3: Inferred from homology,venom_tissue,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
G8YYA5,112024,Non-disulfide-bridged peptide (NDBP) superfamily,74,,,Amidation; Cleavage on pair of basic residues,Amidation:1,GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0044218 (other organism cell membrane),GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism),GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level,venom_tissue,Androctonus amoreuxi,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus amoreuxi,terrestrial,terrestrial
P0CI90,172552,Non-disulfide-bridged peptide (NDBP) superfamily,73,,,Amidation; Cleavage on pair of basic residues,Amidation:1,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0044218 (other organism cell membrane),GO:0042742 (defense response to bacterium),GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology,venom_tissue,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial,terrestrial
Q5YF89,33626,NGF-beta family,241,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0010951 (negative regulation of endopeptidase activity); GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0010951 (negative regulation of endopeptidase activity),GO:0005576 (extracellular region),GO:0008191 (metalloendopeptidase inhibitor activity),2: Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q9BP85,89451,Conotoxin O1 superfamily,80,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus arenatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus arenatus,marine,marine
Q9BP88,89451,Conotoxin O1 superfamily,76,,,Cleavage on pair of basic residues; Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus arenatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus arenatus,marine,marine
Q3YEF7,89445,Conotoxin O2 superfamily,76,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q9BP62,117992,Conotoxin O3 superfamily,80,,,Amidation; Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus ventricosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ventricosus,marine,marine
P0DI89,157295,Flavin monoamine oxidase family,30,fragment,,Disulfide bond; Glycoprotein,Disulfide bond:1,GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0001716 (L-amino-acid oxidase activity),GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism),GO:0005576 (extracellular region),GO:0001716 (L-amino-acid oxidase activity),1: Evidence at protein level,both,Bothrops leucurus,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops leucurus,terrestrial,terrestrial
P0DI91,8657,Flavin monoamine oxidase family,95,fragment,,Disulfide bond; Glycoprotein,Disulfide bond:2,GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0001716 (L-amino-acid oxidase activity),GO:0006915 (apoptotic process); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis in other organism),GO:0005576 (extracellular region),GO:0001716 (L-amino-acid oxidase activity),1: Evidence at protein level,both,Naja oxiana,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja oxiana,terrestrial,terrestrial
P0DMB5,882735,AB hydrolase superfamily,334,,120 mg/kg body weight concentration is able to paralyze 67% of the crickets (PD(67) is 120 mg/kg).,Disulfide bond,Disulfide bond:6,GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process),GO:0005576 (extracellular region),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),1: Evidence at protein level,venom_tissue,Vespa affinis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa affinis,terrestrial,terrestrial
