Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P58806,61198,Conantokin family,107,,,Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:4; Disulfide bond:1,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P17684,6495,Conantokin family,21,,,Amidation; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:4; Amidation:1,,,,,,both,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
P58807,42752,Conotoxin T superfamily,11,,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58808,42752,Conotoxin T superfamily,61,,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58809,42752,Conotoxin T superfamily,12,,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58810,42752,Conotoxin T superfamily,13,,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9PW19,102640,Snake toxin family,103,,,,Disulfide bond:5,,,,,,venom_tissue,Bungarus multicinctus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9YGH0,8616,Snake toxin family,103,,,,Disulfide bond:5,,,,,,venom_tissue,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P01523,6491,Conotoxin M superfamily,22,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58925,41690,Conotoxin M superfamily,27,fragment,,Amidation; Cleavage on pair of basic residues; Hydroxylation; Pyrrolidone carboxylic acid,Disulfide bond:3; Hydroxylation:2; Amidation:1; Pyrrolidone carboxylic acid:1,,,,,,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
P60207,89452,Conotoxin M superfamily,31,fragment,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Conus stercusmuscarum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus stercusmuscarum,marine,marine
Q86DU6,6493,Conotoxin M superfamily,73,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P01524,6491,Conotoxin M superfamily,22,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P05482,6491,Conotoxin M superfamily,22,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58926,37335,Conotoxin M superfamily,17,,,,Disulfide bond:3,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P58927,37335,Conotoxin M superfamily,17,,,,Disulfide bond:3,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P56708,42752,Conotoxin O superfamily,31,,,,Disulfide bond:3,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q26443,42752,Conotoxin O superfamily,82,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q5K0C4,89439,Conotoxin O superfamily,80,,,,Disulfide bond:3,,,,,,both,Conus capitaneus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus capitaneus,marine,marine
Q5K0C5,89427,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,,both,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine,marine
Q5K0D6,6493,Conotoxin O superfamily,78,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q5K0D0,89431,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q5K0D5,6493,Conotoxin O superfamily,72,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XYZ0,93154,Conotoxin O superfamily,80,,,,Disulfide bond:3,,,,,,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
Q5K0B8,35631,Conotoxin O superfamily,78,,,,Disulfide bond:3,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
Q9XZK8,6494,Conotoxin O superfamily,76,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5K0D1,89431,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q9XYZ1,93154,Conotoxin O superfamily,74,,,,Disulfide bond:3,,,,,,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
Q5K0B9,35631,Conotoxin O superfamily,80,,,,Disulfide bond:3,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
Q5K0D8,6493,Conotoxin O superfamily,78,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK9,6494,Conotoxin O superfamily,76,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5K0C9,89431,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q5K0C0,35631,Conotoxin O superfamily,81,,,,Disulfide bond:3,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
Q5K0D7,6493,Conotoxin O superfamily,72,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL0,6494,Conotoxin O superfamily,76,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5K0C7,89427,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,,both,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine,marine
Q9XZL1,6494,Conotoxin O superfamily,81,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5K0C1,35631,Conotoxin O superfamily,78,,,,Disulfide bond:3,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
Q9XZL2,6494,Conotoxin O superfamily,76,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P58917,101291,Conotoxin O superfamily,71,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P56712,37335,Conotoxin O superfamily,31,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P58914,61198,Conotoxin O superfamily,27,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P28880,6493,Conotoxin O superfamily,72,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58915,6495,Conotoxin O superfamily,26,,,Hydroxylation,Disulfide bond:3; Hydroxylation:3,,,,,,both,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
P58918,101291,Conotoxin O superfamily,25,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P56713,37335,Conotoxin O superfamily,30,,,,Disulfide bond:3,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P28881,6493,Conotoxin O superfamily,72,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58919,101291,Conotoxin O superfamily,26,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P58920,101291,Conotoxin O superfamily,73,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P01522,6491,Conotoxin O superfamily,73,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q5K0C2,35631,Conotoxin O superfamily,78,,,,Disulfide bond:3,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
Q5K0D3,6493,Conotoxin O superfamily,77,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL3,6494,Conotoxin O superfamily,82,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P58916,101297,Conotoxin O superfamily,27,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
P05484,6492,Conotoxin O superfamily,71,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P05485,6492,Conotoxin O superfamily,25,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P37300,6492,Conotoxin O superfamily,29,fragment,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
Q26350,6492,Conotoxin O superfamily,29,fragment,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P05483,6491,Conotoxin O superfamily,29,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P56714,6494,Conotoxin O superfamily,26,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5K0C8,89431,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q5K0D2,6493,Conotoxin O superfamily,82,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P83301,117992,Conotoxin O superfamily,33,,,Amidation,Disulfide bond:3; Amidation:1,GO:0046929 (negative regulation of neurotransmitter sec...); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0046929 (negative regulation of neurotransmitter sec...); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),,both,Conus ventricosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ventricosus,marine,marine
P56529,41690,Conotoxin M superfamily,27,fragment,,Amidation; Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
P60245,41690,Conotoxin M superfamily,24,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q8I6V7,101314,Conotoxin P superfamily,90,,,,Disulfide bond:3,,,,,,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
P58811,6495,Rho-conotoxin family,19,,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
P58924,6491,Conotoxin S superfamily,42,fragment,,Amidation; Bromination; Hydroxylation,Disulfide bond:5; Amidation:1; Bromination:1; Hydroxylation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q9XZL4,6493,Conotoxin O superfamily,72,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL5,6493,Conotoxin O superfamily,72,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK2,6493,Conotoxin O superfamily,71,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK3,6493,Conotoxin O superfamily,78,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK4,6493,Conotoxin O superfamily,77,,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK5,6493,Conotoxin O superfamily,82,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58844,6491,,29,,,Amidation; Gamma-carboxyglutamic acid,Disulfide bond:2; Amidation:1; Gamma-carboxyglutamic acid:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58846,6494,Conotoxin M superfamily,12,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P69764,42752,Conotoxin T superfamily,59,,,,Disulfide bond:2,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58782,55423,Conotoxin A superfamily,30,,,Amidation; Hydroxylation,Hydroxylation:5; Disulfide bond:3; Amidation:1,,,,,,both,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
P58783,55423,Conotoxin A superfamily,30,,,Amidation; Hydroxylation,Hydroxylation:5; Disulfide bond:3; Amidation:1,,,,,,both,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
Q5I4E6,6494,,82,,,Amidation; Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:5; Amidation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
O77256,35631,,59,,,,,,,,,,venom_tissue,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P83390,198732,Conotoxin P superfamily,27,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus amadis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus amadis,marine,marine
P81662,6123,Sea anemone actinoporin family,176,,,,,,,,,,kw_toxin,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine,marine
P07845,6123,Sea anemone actinoporin family,175,,,,,,,,,,kw_toxin,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine,marine
P84523,317381,Frog skin active peptide (FSAP) family,7,,,Amidation; Hydroxylation,Amidation:1; Hydroxylation:1,,,,,,venom_tissue,Pithecopus hypochondrialis,Chordata,Amphibia,Anura,Hylidae,Pithecopus,Pithecopus hypochondrialis,terrestrial,terrestrial
P81742,8702,Disintegrin family,69,,,,Disulfide bond:6,,,,,,venom_tissue,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
P81743,8702,Disintegrin family,68,,,,Disulfide bond:6,,,,,,venom_tissue,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
Q8T0W8,169758,Diapausin family,65,,,,Disulfide bond:1,GO:0019732 (antifungal humoral response); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0019732 (antifungal humoral response),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),,kw_toxin,Gastrophysa atrocyanea,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,Gastrophysa atrocyanea,terrestrial,terrestrial
P17349,88086,Contains 1 disintegrin domain,481,,,Zymogen,Disulfide bond:9,,,,,,venom_tissue,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
Q90YA6,88086,Contains 1 disintegrin domain,481,,,Zymogen,Disulfide bond:9,,,,,,venom_tissue,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
P81630,40353,Disintegrin family,67,,,,Disulfide bond:4,,,,,,venom_tissue,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P81631,40353,Disintegrin family,67,,,,Disulfide bond:4,,,,,,venom_tissue,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P82465,124223,Disintegrin family,68,,,,Disulfide bond:6,,,,,,venom_tissue,Echis carinatus sochureki,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P82466,124223,Disintegrin family,69,,,,Disulfide bond:6,,,,,,venom_tissue,Echis carinatus sochureki,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P83043,8697,Disintegrin family,65,,,,Disulfide bond:6,,,,,,venom_tissue,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
P83044,8697,Disintegrin family,65,,,,Disulfide bond:6,,,,,,venom_tissue,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
Q805F7,8713,Disintegrin family,111,,,,Disulfide bond:6,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,,,venom_tissue,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
Q805F5,8716,Disintegrin family,111,,,,Disulfide bond:6,,,,,,venom_tissue,Agkistrodon piscivorus piscivorus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,terrestrial,terrestrial
P15503,8767,Contains 1 disintegrin domain,480,,,Glycoprotein; Zymogen,Disulfide bond:8; Glycosylation:1,,,,,,venom_tissue,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
P83253,8709,Disintegrin family,64,,,,Disulfide bond:6,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,,,venom_tissue,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
Q805F6,8713,Contains 1 disintegrin domain,483,,,Zymogen,Disulfide bond:8,,,,,,venom_tissue,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
Q805F4,8716,Contains 1 disintegrin domain,483,,,Zymogen,Disulfide bond:8,,,,,,venom_tissue,Agkistrodon piscivorus piscivorus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,terrestrial,terrestrial
P17495,8767,Disintegrin family,73,,,,Disulfide bond:6,,,,,,venom_tissue,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
P83254,8709,Disintegrin family,64,,,,Disulfide bond:6,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,,,venom_tissue,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
P23323,88087,Disintegrin family,75,,,,Disulfide bond:1,,,,,,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P18619,88087,Contains 1 disintegrin domain,483,,,Glycoprotein; Zymogen,Disulfide bond:8; Glycosylation:2,,,,,,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P62384,8765,Disintegrin family,73,,,,Disulfide bond:6,,,,,,venom_tissue,Trimeresurus albolabris,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus albolabris,terrestrial,terrestrial
P62383,8767,Disintegrin family,73,,,,Disulfide bond:6,,,,,,venom_tissue,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
Q7LZI5,35671,Disintegrin family,71,,,,Disulfide bond:6,,,,,,venom_tissue,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
Q7LZT4,35671,Disintegrin family,71,,,,Disulfide bond:6,,,,,,venom_tissue,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
P83041,8697,Disintegrin family,65,,,,Disulfide bond:6,,,,,,venom_tissue,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
Q9IAB0,8713,Contains 1 disintegrin domain,483,,,Zymogen,Disulfide bond:6,,,,,,venom_tissue,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
P21858,242054,Disintegrin family,71,,,,Disulfide bond:1,,,,,,venom_tissue,Gloydius blomhoffii,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius blomhoffii,terrestrial,terrestrial
P16338,8716,Disintegrin family,71,,,,Disulfide bond:1,,,,,,venom_tissue,Agkistrodon piscivorus piscivorus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,terrestrial,terrestrial
P17497,8692,Disintegrin family,83,,,,Disulfide bond:7,,,,,,venom_tissue,Bitis arietans,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis arietans,terrestrial,terrestrial
P18618,8725,Disintegrin family,71,,,,Disulfide bond:1,,,,,,venom_tissue,Bothrops atrox,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops atrox,terrestrial,terrestrial
P31988,8727,Disintegrin family,72,,,,Disulfide bond:1,,,,,,venom_tissue,Bothrops cotiara,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,terrestrial,terrestrial
P31989,8724,Disintegrin family,73,,,,Disulfide bond:1,,,,,,venom_tissue,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P68520,8730,Disintegrin family,72,,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P31981,8744,Disintegrin family,72,,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus basiliscus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus basiliscus,terrestrial,terrestrial
P31982,31149,Disintegrin family,73,,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus cerastes,terrestrial,terrestrial
P68521,31150,Disintegrin family,72,,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus durissus durissus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P31984,31151,Disintegrin family,73,,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus molossus molossus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus molossus,terrestrial,terrestrial
