Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P80494,8620,Snake three-finger toxin family,66,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P61233,269627,,43,,LD(50) is 0.772 mg/kg by intraabdominal injection into mice.,,Disulfide bond:4,,,,,Evidence at protein level,both,Macrothele raveni,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele raveni,terrestrial,terrestrial
Q9YGI2,8656,Snake three-finger toxin family,86,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
O93517,259325,Snake venom metalloproteinase family,105,fragment,,Zymogen,Disulfide bond:6,,,,,Evidence at transcript level,both,Gloydius brevicauda,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius brevicauda,terrestrial,terrestrial
P83231,183720,Natriuretic peptide family,39,,,,Disulfide bond:1,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure),GO:0005576 (extracellular region),GO:0005179 (hormone activity),Evidence at protein level,both,Oxyuranus scutellatus canni,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
P0C590,35671,Peptidase S1 family,19,fragment,,Glycoprotein,,,,,,Evidence at protein level,both,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
P81038,8697,Peptidase S1 family,98,,,Glycoprotein,Glycosylation:1,,,,,Evidence at protein level,both,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
Q7SYF1,8697,Peptidase S1 family,256,,,Glycoprotein; Zymogen,Disulfide bond:5; Glycosylation:4,,,,,Evidence at protein level,both,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
A7X4M7,120305,Snake waprin family,80,,,,Disulfide bond:4,,,,,Evidence at transcript level,venom_tissue,Philodryas olfersii,Chordata,Lepidosauria,Squamata,Dipsadidae,Philodryas,Philodryas olfersii,terrestrial,terrestrial
Q3C257,6106,,72,,,,,,,,,Evidence at transcript level,kw_toxin,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine,marine
P30833,6105,Sea anemone actinoporin family,20,fragment,,,,,,,,Evidence at protein level,kw_toxin,Actinia tenebrosa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia tenebrosa,marine,marine
P61408,432528,Phrixotoxin family,29,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P61541,6110,Sea anemone type 3 (BDS) potassium channel toxin family,42,,,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine,marine
Q91132,8649,Contains 1 anaphylatoxin-like domain,1642,,,Glycoprotein; Thioester bond,Disulfide bond:13; Glycosylation:4; Cross-link:1,,,,,Evidence at transcript level,venom_tissue,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P85015,257347,,7,,,D-amino acid; Hydroxylation,D-amino acid:1; Hydroxylation:1,,,,,Evidence at protein level,venom_tissue,Conus villepinii,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus villepinii,marine,marine
P60623,39682,CRISP family,233,fragment,,,Disulfide bond:8,,,,,Evidence at protein level,both,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9BPF2,117992,Conotoxin T superfamily,61,,,Cleavage on pair of basic residues,Disulfide bond:2,,,,,Evidence at transcript level,both,Conus ventricosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ventricosus,marine,marine
Q9U6Z8,37336,Conotoxin T superfamily,62,,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,Evidence at transcript level,both,Conus gloriamaris,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus gloriamaris,marine,marine
P81755,6494,Conotoxin T superfamily,67,,,Bromination; Gamma-carboxyglutamic acid; Glycoprotein; Hydroxylation,Disulfide bond:2; Gamma-carboxyglutamic acid:2; Bromination:1; Glycosylation:1; Hydroxylation:1,,,,,Evidence at protein level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q6HAA2,8732,,63,,,,Disulfide bond:3,,,,,Evidence at transcript level,venom_tissue,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q9GV72,78582,Jellyfish toxin family,450,,LD(50) is 20 ug/kg by intravenous injection into mice and 5 ug/kg by intraperitoneal injection into crayfish.,,,,,,,Evidence at protein level,kw_toxin,Carybdea rastonii,Cnidaria,Cubozoa,Carybdeida,Carybdeidae,Carybdea,Carybdea rastonii,marine,marine
Q91136,8656,Snake three-finger toxin family,81,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P01463,8655,Snake three-finger toxin family,60,,LD(50) is 1.5 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja nivea,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nivea,terrestrial,terrestrial
P58843,101313,Conotoxin O superfamily,25,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at protein level,both,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
P0C1Y2,72279,Conotoxin A superfamily,62,,,Amidation,Disulfide bond:2; Amidation:1,,,,,Evidence at transcript level,both,Conus bandanus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bandanus,marine,marine
P69748,319919,Conotoxin O superfamily,27,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at transcript level,both,Conus aurisiacus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus aurisiacus,marine,marine
P0C253,88764,Conotoxin I1 superfamily,72,,,Cleavage on pair of basic residues,Disulfide bond:4,,,,,Evidence at transcript level,both,Conus episcopatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus episcopatus,marine,marine
P69499,6493,Conotoxin I2 superfamily,68,,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,Evidence at transcript level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P01523,6491,Conotoxin M-4 superfamily,74,,,Amidation; Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,Evidence at protein level,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P85020,101314,Conotoxin M-1 superfamily,19,,,Hydroxylation,Disulfide bond:3; Hydroxylation:3,,,,,Evidence at protein level,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
Q3YEG6,89426,Conotoxin O superfamily,77,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus lividus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus lividus,marine,marine
Q9XZL3,6494,Conotoxin O superfamily,82,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q2I2P4,89445,Conotoxin P superfamily,73,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
O77256,35631,,59,,,Cleavage on pair of basic residues,,,,,,Evidence at transcript level,venom_tissue,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P08935,8692,Cystatin family,111,,,,Disulfide bond:1,,,,,Evidence at protein level,venom_tissue,Bitis arietans,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis arietans,terrestrial,terrestrial
P68520,8730,Disintegrin family,72,,,,Disulfide bond:1,,,,,Evidence at protein level,venom_tissue,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
Q7ZZM2,135726,Disintegrin family,110,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
P85032,406443,Spider neurotoxin 21C2 family,32,,,,Disulfide bond:3,,,,,Evidence at protein level,venom_tissue,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P20164,88087,Snake venom metalloproteinase family,614,,,Glycoprotein; Pyrrolidone carboxylic acid; Zymogen,Disulfide bond:9; Glycosylation:4; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,both,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P0C173,34647,Short scorpion toxin superfamily,36,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P08815,6878,Short scorpion toxin superfamily,39,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
Q9TVX3,34649,Short scorpion toxin superfamily,61,,LD(50) is 1.85 ug/kg by intracerebroventricular injection into mice.,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q86QV1,217898,Ergtoxin family,47,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Centruroides gracilis,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides gracilis,terrestrial,terrestrial
P82850,141248,Short scorpion toxin superfamily,22,,,Amidation,Disulfide bond:2; Amidation:1,,,,,Evidence at protein level,both,Chersonesometrus fulvipes,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Chersonesometrus,Chersonesometrus fulvipes,terrestrial,terrestrial
Q1ELU2,379576,Latarcin family,82,,,Amidation,Amidation:1,,,,,Evidence at protein level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P21963,8730,Contains 1 C-type lectin domain,135,,,,Disulfide bond:5,,,,,Evidence at protein level,venom_tissue,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
Q6H2Z4,94128,,50,,,Amidation; Formylation,Formylation:3; Amidation:1; Disulfide bond:1,,,,,Evidence at transcript level,both,Apis cerana cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial,terrestrial
P59261,202806,Melittin family,70,,,Amidation,Amidation:1,,,,,Evidence at transcript level,both,Polistes hebraeus,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes hebraeus,terrestrial,terrestrial
P25687,8620,AVIT (prokineticin) family,81,,,,Disulfide bond:5,,,,,Evidence at protein level,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P63327,221570,Snake toxin myotoxin family,42,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Crotalus durissus ruruima,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P61898,8656,NGF-beta family,116,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
A7X3V0,338837,Snake three-finger toxin family,111,,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,Evidence at transcript level,both,Telescopus dhara,Chordata,Lepidosauria,Squamata,Colubridae,Telescopus,Telescopus dhara,terrestrial,terrestrial
P60616,8616,Snake three-finger toxin family,95,,,,Disulfide bond:5,,,,,Evidence at protein level,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
A3FM53,8781,Snake three-finger toxin family,93,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
O12963,8616,Snake three-finger toxin family,89,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P01437,8684,Snake three-finger toxin family,60,,LD(50) is 0.09 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Hydrophis lapemoides,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis lapemoides,marine,marine
Q9W7K1,8673,Snake three-finger toxin family,79,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P60775,8631,Snake three-finger toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
Q6Q251,34728,AB hydrolase superfamily,316,fragment,,,,,,,,Evidence at transcript level,venom_tissue,Polistes dominula,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominula,terrestrial,terrestrial
Q3C2C2,133434,Phospholipase A2 family,159,,,,Disulfide bond:6,,,,,Evidence at protein level,both,Acanthaster planci,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster,Acanthaster planci,marine,marine
P60045,195058,Phospholipase A2 family,126,fragment,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Naja sagittifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sagittifera,terrestrial,terrestrial
P70089,8767,Phospholipase A2 family,138,,,,Disulfide bond:6,,,,,Evidence at transcript level,venom_tissue,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
P20258,8671,Phospholipase A2 family,117,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial,terrestrial
Q92086,33626,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P80963,44725,Phospholipase A2 family,137,,,,Disulfide bond:7,,,,,Evidence at protein level,both,Bothriechis schlegelii,Chordata,Lepidosauria,Squamata,Viperidae,Bothriechis,Bothriechis schlegelii,terrestrial,terrestrial
Q02517,88087,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P84736,356346,Phospholipase A2 family,50,fragment,,,Disulfide bond:4,GO:0005615 (extracellular space); GO:0047498 (calcium-dependent phospholipase A2 activity),,GO:0005615 (extracellular space),GO:0047498 (calcium-dependent phospholipase A2 activity),Evidence at protein level,venom_tissue,Trimorphodon lambda,Chordata,Lepidosauria,Squamata,Colubridae,Trimorphodon,Trimorphodon lambda,terrestrial,terrestrial
P82423,118888,,25,,,,,,,,,Evidence at protein level,venom_tissue,Neoponera goeldii,Arthropoda,Insecta,Hymenoptera,Formicidae,Neoponera,Neoponera goeldii,terrestrial,terrestrial
P85103,120310,,17,fragment,,,,,,,,Evidence at protein level,both,Philodryas patagoniensis,Chordata,Lepidosauria,Squamata,Dipsadidae,Philodryas,Philodryas patagoniensis,terrestrial,terrestrial
Q9BKJ0,34649,Long (4 C-C) scorpion toxin superfamily,85,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q5WR01,190115,Long chain scorpion toxin family,95,,,,Disulfide bond:3,,,,,Evidence at transcript level,venom_tissue,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q95P89,34649,,60,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q68PG5,6879,Long (4 C-C) scorpion toxin superfamily,67,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
Q2NME3,288787,Long (4 C-C) scorpion toxin superfamily,86,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Tityus zulianus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus zulianus,terrestrial,terrestrial
Q86SD9,112024,Long (4 C-C) scorpion toxin superfamily,86,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Androctonus amoreuxi,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus amoreuxi,terrestrial,terrestrial
Q7YT61,29941,Long (4 C-C) scorpion toxin superfamily,87,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
Q7Z1K4,29941,Long (4 C-C) scorpion toxin superfamily,72,fragment,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
Q9BLM1,6858,Long (3 C-C) scorpion toxin superfamily,72,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P61098,31925,Spider toxin SFI family,46,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Segestria florentina,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,Segestria florentina,terrestrial,terrestrial
P80962,70335,Long (4 C-C) scorpion toxin superfamily,61,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Buthacus arenicola,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthacus,Buthacus arenicola,terrestrial,terrestrial
P81504,6858,Long (4 C-C) scorpion toxin superfamily,61,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q7Z1Y7,196454,Spider sphingomyelinase family,320,,,Glycoprotein; Zymogen,Disulfide bond:1; Glycosylation:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at protein level,both,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q2XQ09,58218,Spider sphingomyelinase family,304,,,Zymogen,Disulfide bond:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at transcript level,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
P13211,8600,Endothelin/sarafotoxin family,21,,LD(50) is 0.35 mg/kg by intravenous injection.,,Disulfide bond:2,,,,,Evidence at protein level,both,Atractaspis andersonii,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis andersonii,terrestrial,terrestrial
P82226,6904,Janus-atracotoxin family,36,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P81598,6904,Omega-atracotoxin type 1 family,37,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P83108,411873,,35,,,,,,,,,Evidence at protein level,both,Buthus sp. IY-2001,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus sp. IY-2001,terrestrial,terrestrial
P81789,6918,Plectoxin superfamily,34,fragment,,,Disulfide bond:2,,,,,Evidence at protein level,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P01419,8619,Snake three-finger toxin family,58,,LD(50) is 5.5 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P01534,191581,Sea anemone sodium channel inhibitory toxin family,48,,,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Heteractis magnifica,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica,marine,marine
P83622,6928,Cupiennin family,35,,LD(50) is 6.4 pmol/mg on Drosophila.,Amidation,Amidation:1,,,,,Evidence at protein level,both,Cupiennius salei,Arthropoda,Arachnida,Araneae,Ctenidae,Cupiennius,Cupiennius salei,terrestrial,terrestrial
P85272,406443,Omega-agatoxin superfamily,39,fragment,,,,,,,,Evidence at protein level,both,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P83303,29017,Huwentoxin-1 superfamily,89,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Cyriopagopus schmidti,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,terrestrial,terrestrial
P61505,268490,Huwentoxin-2 family,99,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Lasiodora parahybana,Arthropoda,Arachnida,Araneae,Theraphosidae,Lasiodora,Lasiodora parahybana,terrestrial,terrestrial
P85273,406443,Omega-agatoxin superfamily,31,fragment,,,,,,,,Evidence at protein level,both,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
Q9W727,8616,Snake three-finger toxin family,86,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P36984,33319,Plectoxin superfamily,61,fragment,,,Disulfide bond:5,,,,,Evidence at protein level,both,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P67863,8705,PDGF/VEGF growth factor family,110,,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,both,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
P60814,8656,Snake three-finger toxin family,86,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q05110,7454,CRISP family,227,,,,Disulfide bond:4,,,,,Evidence at protein level,venom_tissue,Vespula vulgaris,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula vulgaris,terrestrial,terrestrial
Q71QH9,39682,Peptidase S1 family,260,,,Glycoprotein; Zymogen,Disulfide bond:5; Glycosylation:4,,,,,Evidence at transcript level,both,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9I8X1,36307,Peptidase S1 family,258,,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:1,,,,,Evidence at protein level,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q91511,103944,Peptidase S1 family,257,,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:1,,,,,Evidence at transcript level,both,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q8UVX1,35671,Peptidase S1 family,260,,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:2,,,,,Evidence at transcript level,both,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
Q5R231,227975,Sea anemone actinoporin family,226,,,Cleavage on pair of basic residues,,,,,,Evidence at protein level,kw_toxin,Actineria villosa,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Actineria,Actineria villosa,marine,marine
Q5G8B1,309814,,74,,,,,,,,,Evidence at transcript level,venom_tissue,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
P30425,8723,,5,,,Pyrrolidone carboxylic acid,Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,both,Bothrops insularis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops insularis,terrestrial,terrestrial
Q3SB15,8667,Calmodulin family,156,,,,,,,,,Evidence at transcript level,venom_tissue,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q09GK0,120305,Contains 1 C-type lectin domain,156,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Philodryas olfersii,Chordata,Lepidosauria,Squamata,Dipsadidae,Philodryas,Philodryas olfersii,terrestrial,terrestrial
Q9TWL8,6492,,42,,,,,,,,,Evidence at protein level,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
